region_id	probe_id	probe_chr	probe_position	genome_build
PROPGER_DMR_0060	cg05163330	chr13	114104057	hg19
PROPGER_DMR_0060	cg10624914	chr13	114103477	hg19
PROPGER_DMR_0060	cg26112170	chr13	114103713	hg19
PROPGER_DMR_0060	cg04398180	chr13	114103452	hg19
PROPGER_DMR_0060	cg00767058	chr13	114103796	hg19
PROPGER_DMR_0061	cg09220891	chr16	89357741	hg19
PROPGER_DMR_0061	cg09776094	chr16	89357477	hg19
PROPGER_DMR_0061	cg27207530	chr16	89357600	hg19
PROPGER_DMR_0062	cg14772439	chr6	29911104	hg19
PROPGER_DMR_0062	cg22951229	chr6	29910912	hg19
PROPGER_DMR_0062	cg05839762	chr6	29911095	hg19
PROPGER_DMR_0062	cg11722179	chr6	29911011	hg19
PROPGER_DMR_0062	cg09803951	chr6	29910796	hg19
PROPGER_DMR_0062	cg23489273	chr6	29910292	hg19
PROPGER_DMR_0062	cg05157171	chr6	29910411	hg19
PROPGER_DMR_0062	cg18106971	chr6	29911028	hg19
PROPGER_DMR_0062	cg24580035	chr6	29910525	hg19
PROPGER_DMR_0062	cg10886493	chr6	29911036	hg19
PROPGER_DMR_0062	cg05738749	chr6	29911004	hg19
PROPGER_DMR_0062	cg11808100	chr6	29910755	hg19
PROPGER_DMR_0062	cg25548869	chr6	29910776	hg19
PROPGER_DMR_0062	cg19045970	chr6	29911091	hg19
PROPGER_DMR_0062	cg18599206	chr6	29911087	hg19
PROPGER_DMR_0062	cg19748509	chr6	29910778	hg19
PROPGER_DMR_0063	cg07608094	chr6	32134964	hg19
PROPGER_DMR_0063	cg27230140	chr6	32134748	hg19
PROPGER_DMR_0063	cg17527814	chr6	32135061	hg19
PROPGER_DMR_0063	cg17184326	chr6	32134629	hg19
PROPGER_DMR_0063	cg08472222	chr6	32135195	hg19
PROPGER_DMR_0063	cg00624949	chr6	32134620	hg19
PROPGER_DMR_0063	cg11108115	chr6	32135186	hg19
PROPGER_DMR_0063	cg03488588	chr6	32135129	hg19
PROPGER_DMR_0063	cg10502563	chr6	32134694	hg19
PROPGER_DMR_0063	cg16793249	chr6	32135070	hg19
PROPGER_DMR_0063	cg07754347	chr6	32135379	hg19
PROPGER_DMR_0063	cg17208278	chr6	32135231	hg19
PROPGER_DMR_0063	cg24328676	chr6	32134970	hg19
PROPGER_DMR_0063	cg02769614	chr6	32135052	hg19
PROPGER_DMR_0063	cg21120698	chr6	32134918	hg19
PROPGER_DMR_0063	cg05850971	chr6	32135027	hg19
PROPGER_DMR_0063	cg10262770	chr6	32135370	hg19
PROPGER_DMR_0063	cg00359087	chr6	32135321	hg19
PROPGER_DMR_0063	cg16006963	chr6	32135384	hg19
PROPGER_DMR_0063	cg06024540	chr6	32135396	hg19
PROPGER_DMR_0063	cg16468631	chr6	32134865	hg19
PROPGER_DMR_0063	cg26687830	chr6	32135326	hg19
PROPGER_DMR_0063	cg16681436	chr6	32135241	hg19
PROPGER_DMR_0063	cg12508392	chr6	32135285	hg19
PROPGER_DMR_0063	cg25263135	chr6	32134974	hg19
PROPGER_DMR_0063	cg12619728	chr6	32134854	hg19
PROPGER_DMR_0064	cg02525939	chr6	170441337	hg19
PROPGER_DMR_0064	cg06962628	chr6	170441311	hg19
PROPGER_DMR_0064	cg04399728	chr6	170441291	hg19
PROPGER_DMR_0065	cg06980586	chr16	88473102	hg19
PROPGER_DMR_0065	cg05597181	chr16	88472944	hg19
PROPGER_DMR_0065	cg05377041	chr16	88473713	hg19
PROPGER_DMR_0065	cg00837308	chr16	88473488	hg19
PROPGER_DMR_0066	cg16023415	chr1	20692812	hg19
PROPGER_DMR_0066	cg26831566	chr1	20693014	hg19
PROPGER_DMR_0066	cg17331494	chr1	20693027	hg19
PROPGER_DMR_0066	cg01084154	chr1	20692892	hg19
PROPGER_DMR_0067	cg03175030	chr11	2018143	hg19
PROPGER_DMR_0067	cg14937069	chr11	2018088	hg19
PROPGER_DMR_0067	cg16153294	chr11	2018227	hg19
PROPGER_DMR_0067	cg18511798	chr11	2018149	hg19
PROPGER_DMR_0067	cg19943238	chr11	2018095	hg19
PROPGER_DMR_0067	cg15269875	chr11	2018018	hg19
PROPGER_DMR_0067	cg26857192	chr11	2017939	hg19
PROPGER_DMR_0067	cg15317267	chr11	2018247	hg19
PROPGER_DMR_0067	cg25852472	chr11	2017664	hg19
PROPGER_DMR_0067	cg21167159	chr11	2018154	hg19
PROPGER_DMR_0068	cg13364859	chr19	50098673	hg19
PROPGER_DMR_0068	cg05264760	chr19	50098132	hg19
PROPGER_DMR_0068	cg05269546	chr19	50098360	hg19
PROPGER_DMR_0068	cg06556694	chr19	50098764	hg19
PROPGER_DMR_0069	cg16165170	chr16	56669606	hg19
PROPGER_DMR_0069	cg00851389	chr16	56669681	hg19
PROPGER_DMR_0069	cg10898115	chr16	56669664	hg19
PROPGER_DMR_0069	cg22131907	chr16	56669661	hg19
PROPGER_DMR_0069	cg14195250	chr16	56669670	hg19
PROPGER_DMR_0069	cg09944171	chr16	56669778	hg19
PROPGER_DMR_0069	cg00170620	chr16	56669038	hg19
PROPGER_DMR_0069	cg14948757	chr16	56669726	hg19
PROPGER_DMR_0070	cg13057898	chr1	3703894	hg19
PROPGER_DMR_0070	cg17848003	chr1	3704513	hg19
PROPGER_DMR_0070	cg22529645	chr1	3704559	hg19
PROPGER_DMR_0070	cg18436788	chr1	3704244	hg19
PROPGER_DMR_0070	cg23277830	chr1	3704460	hg19
PROPGER_DMR_0071	cg24338091	chr19	46270244	hg19
PROPGER_DMR_0071	cg25686087	chr19	46270412	hg19
PROPGER_DMR_0071	cg27181142	chr19	46270322	hg19
PROPGER_DMR_0071	cg14282004	chr19	46270700	hg19
PROPGER_DMR_0072	cg03653137	chr6	33263805	hg19
PROPGER_DMR_0072	cg20393860	chr6	33263885	hg19
PROPGER_DMR_0072	cg21358343	chr6	33263960	hg19
PROPGER_DMR_0072	cg13375457	chr6	33263343	hg19
PROPGER_DMR_0072	cg17128371	chr6	33263932	hg19
PROPGER_DMR_0072	cg22745440	chr6	33264022	hg19
PROPGER_DMR_0072	cg00630781	chr6	33263475	hg19
PROPGER_DMR_0072	cg06196984	chr6	33263882	hg19
PROPGER_DMR_0072	cg07220356	chr6	33263442	hg19
PROPGER_DMR_0073	cg16180663	chr11	39183366	hg19
PROPGER_DMR_0073	cg11836587	chr11	39183312	hg19
PROPGER_DMR_0073	cg09797334	chr11	39183488	hg19
PROPGER_DMR_0074	cg17797446	chr1	2451404	hg19
PROPGER_DMR_0074	cg08418375	chr1	2451039	hg19
PROPGER_DMR_0074	cg07476798	chr1	2450741	hg19
PROPGER_DMR_0075	cg17636806	chr6	33143731	hg19
PROPGER_DMR_0075	cg20980653	chr6	33143760	hg19
PROPGER_DMR_0075	cg16627086	chr6	33143807	hg19
PROPGER_DMR_0075	cg27590742	chr6	33144071	hg19
PROPGER_DMR_0075	cg19953290	chr6	33144064	hg19
PROPGER_DMR_0075	cg12228461	chr6	33143721	hg19
PROPGER_DMR_0076	cg06646646	chr16	1815154	hg19
PROPGER_DMR_0076	cg08082791	chr16	1815198	hg19
PROPGER_DMR_0076	cg08287288	chr16	1815103	hg19
PROPGER_DMR_0076	cg05176114	chr16	1815037	hg19
PROPGER_DMR_0077	cg14285142	chr14	101531617	hg19
PROPGER_DMR_0077	cg18264298	chr14	101531659	hg19
PROPGER_DMR_0077	cg12782201	chr14	101531768	hg19
PROPGER_DMR_0077	cg02887623	chr14	101531755	hg19
PROPGER_DMR_0077	cg05537796	chr14	101531806	hg19
PROPGER_DMR_0077	cg14007694	chr14	101531857	hg19
PROPGER_DMR_0077	cg20547131	chr14	101531510	hg19
PROPGER_DMR_0077	cg07918453	chr14	101531403	hg19
PROPGER_DMR_0077	cg23270924	chr14	101531593	hg19
PROPGER_DMR_0078	cg03957845	chr3	42307694	hg19
PROPGER_DMR_0078	cg12727529	chr3	42307761	hg19
PROPGER_DMR_0078	cg21038901	chr3	42307744	hg19
PROPGER_DMR_0078	cg21681168	chr3	42307755	hg19
PROPGER_DMR_0078	cg23950461	chr3	42307902	hg19
PROPGER_DMR_0078	cg25310833	chr3	42307961	hg19
PROPGER_DMR_0078	cg25516803	chr3	42307519	hg19
PROPGER_DMR_0078	cg15822351	chr3	42307871	hg19
PROPGER_DMR_0078	cg10778780	chr3	42307866	hg19
PROPGER_DMR_0078	cg18789547	chr3	42307799	hg19
PROPGER_DMR_0079	cg01603247	chr5	1338340	hg19
PROPGER_DMR_0079	cg27589796	chr5	1338514	hg19
PROPGER_DMR_0079	cg21202862	chr5	1337955	hg19
PROPGER_DMR_0080	cg18789929	chr11	58731505	hg19
PROPGER_DMR_0080	cg01406075	chr11	58731104	hg19
PROPGER_DMR_0080	cg03131724	chr11	58731433	hg19
PROPGER_DMR_0080	cg12635602	chr11	58731357	hg19
PROPGER_DMR_0080	cg02164335	chr11	58731634	hg19
PROPGER_DMR_0081	cg05183646	chr6	134491143	hg19
PROPGER_DMR_0081	cg21366688	chr6	134491421	hg19
PROPGER_DMR_0081	cg17284168	chr6	134491531	hg19
PROPGER_DMR_0081	cg21078322	chr6	134491163	hg19
PROPGER_DMR_0082	cg05523449	chr17	8396080	hg19
PROPGER_DMR_0082	cg23163754	chr17	8395775	hg19
PROPGER_DMR_0082	cg04782773	chr17	8395456	hg19
PROPGER_DMR_0083	cg09237133	chr17	80278914	hg19
PROPGER_DMR_0083	cg09340279	chr17	80278947	hg19
PROPGER_DMR_0083	cg27666046	chr17	80279077	hg19
PROPGER_DMR_0084	cg08355456	chr11	67383691	hg19
PROPGER_DMR_0084	cg23188684	chr11	67383651	hg19
PROPGER_DMR_0084	cg00290607	chr11	67383545	hg19
PROPGER_DMR_0084	cg24690094	chr11	67383802	hg19
PROPGER_DMR_0084	cg00864171	chr11	67383662	hg19
PROPGER_DMR_0084	cg14500267	chr11	67383377	hg19
PROPGER_DMR_0084	cg04647918	chr11	67383862	hg19
PROPGER_DMR_0084	cg14942906	chr11	67384040	hg19
PROPGER_DMR_0085	cg23041250	chr22	50725605	hg19
PROPGER_DMR_0085	cg20746101	chr22	50725470	hg19
PROPGER_DMR_0085	cg10618823	chr22	50726286	hg19
PROPGER_DMR_0085	cg07600549	chr22	50726149	hg19
PROPGER_DMR_0085	cg12944146	chr22	50725609	hg19
PROPGER_DMR_0085	cg27145740	chr22	50725817	hg19
PROPGER_DMR_0086	cg04917511	chr2	26785460	hg19
PROPGER_DMR_0086	cg11374871	chr2	26785513	hg19
PROPGER_DMR_0086	cg05350188	chr2	26785353	hg19
PROPGER_DMR_0086	cg22734086	chr2	26785367	hg19
PROPGER_DMR_0086	cg10150686	chr2	26785332	hg19
PROPGER_DMR_0086	cg07291958	chr2	26785531	hg19
PROPGER_DMR_0086	cg22488717	chr2	26785946	hg19
PROPGER_DMR_0086	cg17263053	chr2	26785187	hg19
PROPGER_DMR_0086	cg04319606	chr2	26785290	hg19
PROPGER_DMR_0086	cg26427115	chr2	26785891	hg19
PROPGER_DMR_0087	cg08680239	chr17	79077745	hg19
PROPGER_DMR_0087	cg26764764	chr17	79077412	hg19
PROPGER_DMR_0087	cg12189382	chr17	79077463	hg19
PROPGER_DMR_0088	cg22768615	chr10	131567747	hg19
PROPGER_DMR_0088	cg13742952	chr10	131567801	hg19
PROPGER_DMR_0088	cg01079118	chr10	131567828	hg19
PROPGER_DMR_0088	cg01335658	chr10	131567534	hg19
PROPGER_DMR_0088	cg18583565	chr10	131567980	hg19
PROPGER_DMR_0088	cg14308082	chr10	131568021	hg19
PROPGER_DMR_0088	cg06408912	chr10	131567498	hg19
PROPGER_DMR_0089	cg08228856	chr8	144069849	hg19
PROPGER_DMR_0089	cg00883493	chr8	144069547	hg19
PROPGER_DMR_0089	cg20307074	chr8	144069888	hg19
PROPGER_DMR_0089	cg21755044	chr8	144069697	hg19
PROPGER_DMR_0090	cg18684142	chr17	46682394	hg19
PROPGER_DMR_0090	cg10906729	chr17	46682390	hg19
PROPGER_DMR_0090	cg19828220	chr17	46682413	hg19
PROPGER_DMR_0090	cg04588674	chr17	46682410	hg19
PROPGER_DMR_0090	cg05888755	chr17	46682319	hg19
PROPGER_DMR_0090	cg05900563	chr17	46681550	hg19
PROPGER_DMR_0090	cg14230750	chr17	46681635	hg19
PROPGER_DMR_0090	cg16848873	chr17	46682308	hg19
PROPGER_DMR_0091	cg04314111	chr1	2003577	hg19
PROPGER_DMR_0091	cg22332339	chr1	2003605	hg19
PROPGER_DMR_0091	cg08108679	chr1	2003274	hg19
PROPGER_DMR_0091	cg11227141	chr1	2003650	hg19
PROPGER_DMR_0091	cg16269144	chr1	2003326	hg19
PROPGER_DMR_0092	cg20390450	chr1	228403247	hg19
PROPGER_DMR_0092	cg26066912	chr1	228403357	hg19
PROPGER_DMR_0092	cg22850968	chr1	228403515	hg19
PROPGER_DMR_0092	cg09853570	chr1	228403422	hg19
PROPGER_DMR_0093	cg00950706	chr16	85262920	hg19
PROPGER_DMR_0093	cg10464418	chr16	85262708	hg19
PROPGER_DMR_0093	cg08920252	chr16	85262820	hg19
PROPGER_DMR_0094	cg12362508	chr17	39739860	hg19
PROPGER_DMR_0094	cg15748407	chr17	39739524	hg19
PROPGER_DMR_0094	cg06339505	chr17	39739912	hg19
PROPGER_DMR_0094	cg03508348	chr17	39739598	hg19
PROPGER_DMR_0094	cg05376477	chr17	39739541	hg19
PROPGER_DMR_0094	cg12843594	chr17	39739623	hg19
PROPGER_DMR_0095	cg00079785	chr8	48172764	hg19
PROPGER_DMR_0095	cg12846837	chr8	48172889	hg19
PROPGER_DMR_0095	cg04220541	chr8	48172992	hg19
PROPGER_DMR_0095	cg07646441	chr8	48172969	hg19
PROPGER_DMR_0095	cg23536158	chr8	48172746	hg19
PROPGER_DMR_0096	cg06289479	chr2	238536058	hg19
PROPGER_DMR_0096	cg07797518	chr2	238536051	hg19
PROPGER_DMR_0096	cg19442696	chr2	238536066	hg19
PROPGER_DMR_0096	cg17815538	chr2	238536315	hg19
PROPGER_DMR_0096	cg02367660	chr2	238535997	hg19
PROPGER_DMR_0096	cg15674193	chr2	238535910	hg19
PROPGER_DMR_0096	cg24656153	chr2	238536100	hg19
PROPGER_DMR_0097	cg08290850	chr6	44238228	hg19
PROPGER_DMR_0097	cg12996851	chr6	44238233	hg19
PROPGER_DMR_0097	cg02862674	chr6	44238426	hg19
PROPGER_DMR_0097	cg20275500	chr6	44237955	hg19
PROPGER_DMR_0097	cg07831644	chr6	44238413	hg19
PROPGER_DMR_0097	cg05496603	chr6	44237813	hg19
PROPGER_DMR_0098	cg00088464	chr3	128780893	hg19
PROPGER_DMR_0098	cg05547562	chr3	128780916	hg19
PROPGER_DMR_0098	cg25221704	chr3	128780492	hg19
PROPGER_DMR_0098	cg11668561	chr3	128780777	hg19
PROPGER_DMR_0099	cg18646207	chr10	118897836	hg19
PROPGER_DMR_0099	cg25662463	chr10	118897857	hg19
PROPGER_DMR_0099	cg16043357	chr10	118897904	hg19
PROPGER_DMR_0099	cg13457172	chr10	118897847	hg19
PROPGER_DMR_0099	cg26339504	chr10	118897859	hg19
PROPGER_DMR_0099	cg26212180	chr10	118898082	hg19
PROPGER_DMR_0100	cg20747266	chr6	142409507	hg19
PROPGER_DMR_0100	cg00408067	chr6	142409279	hg19
PROPGER_DMR_0100	cg00658413	chr6	142409323	hg19
PROPGER_DMR_0100	cg18688293	chr6	142409417	hg19
PROPGER_DMR_0100	cg01818795	chr6	142409630	hg19
PROPGER_DMR_0101	cg16259714	chr7	4245492	hg19
PROPGER_DMR_0101	cg26734522	chr7	4245514	hg19
PROPGER_DMR_0101	cg18380349	chr7	4245377	hg19
PROPGER_DMR_0102	cg16578938	chr5	179225558	hg19
PROPGER_DMR_0102	cg05851148	chr5	179225977	hg19
PROPGER_DMR_0102	cg24688721	chr5	179225504	hg19
PROPGER_DMR_0102	cg19726536	chr5	179225537	hg19
PROPGER_DMR_0102	cg18319687	chr5	179225515	hg19
PROPGER_DMR_0102	cg19846596	chr5	179225479	hg19
PROPGER_DMR_0103	cg07155381	chr17	180856	hg19
PROPGER_DMR_0103	cg02661110	chr17	180922	hg19
PROPGER_DMR_0103	cg03020716	chr17	180404	hg19
PROPGER_DMR_0104	cg05881436	chr14	62331619	hg19
PROPGER_DMR_0104	cg15632208	chr14	62331793	hg19
PROPGER_DMR_0104	cg06814977	chr14	62331563	hg19
PROPGER_DMR_0104	cg04791162	chr14	62331287	hg19
PROPGER_DMR_0104	cg10217202	chr14	62331131	hg19
PROPGER_DMR_0104	cg24826118	chr14	62331547	hg19
PROPGER_DMR_0104	cg01977347	chr14	62331512	hg19
PROPGER_DMR_0105	cg15910686	chr17	78161479	hg19
PROPGER_DMR_0105	cg03130276	chr17	78161482	hg19
PROPGER_DMR_0105	cg07107756	chr17	78161227	hg19
PROPGER_DMR_0105	cg11447922	chr17	78161572	hg19
PROPGER_DMR_0105	cg21336650	chr17	78161706	hg19
PROPGER_DMR_0105	cg20571913	chr17	78161495	hg19
PROPGER_DMR_0105	cg24206431	chr17	78161467	hg19
PROPGER_DMR_0106	cg17224754	chr17	96796	hg19
PROPGER_DMR_0106	cg03503809	chr17	96684	hg19
PROPGER_DMR_0106	cg21771660	chr17	96672	hg19
PROPGER_DMR_0106	cg10235251	chr17	97062	hg19
PROPGER_DMR_0107	cg24139931	chr18	74091393	hg19
PROPGER_DMR_0107	cg07040396	chr18	74091753	hg19
PROPGER_DMR_0107	cg03862651	chr18	74091787	hg19
PROPGER_DMR_0107	cg04834825	chr18	74091691	hg19
PROPGER_DMR_0108	cg00546448	chr16	88744681	hg19
PROPGER_DMR_0108	cg04444959	chr16	88744842	hg19
PROPGER_DMR_0108	cg00796866	chr16	88744522	hg19
PROPGER_DMR_0109	cg21462697	chr17	80765655	hg19
PROPGER_DMR_0109	cg18699524	chr17	80765560	hg19
PROPGER_DMR_0109	cg10514113	chr17	80765517	hg19
PROPGER_DMR_0109	cg09086312	chr17	80766090	hg19
PROPGER_DMR_0110	cg24263062	chr20	2730191	hg19
PROPGER_DMR_0110	cg05825244	chr20	2730488	hg19
PROPGER_DMR_0110	cg25142905	chr20	2730076	hg19
PROPGER_DMR_0111	cg07096953	chr11	2154255	hg19
PROPGER_DMR_0111	cg26401390	chr11	2154638	hg19
PROPGER_DMR_0111	cg22956483	chr11	2154432	hg19
PROPGER_DMR_0111	cg02613624	chr11	2154386	hg19
PROPGER_DMR_0112	cg06989074	chr11	68133177	hg19
PROPGER_DMR_0112	cg24728180	chr11	68133235	hg19
PROPGER_DMR_0112	cg20892743	chr11	68133159	hg19
PROPGER_DMR_0113	cg02220837	chr3	5024773	hg19
PROPGER_DMR_0113	cg18768347	chr3	5024849	hg19
PROPGER_DMR_0113	cg26344982	chr3	5024811	hg19
PROPGER_DMR_0113	cg01864791	chr3	5024963	hg19
PROPGER_DMR_0113	cg03598297	chr3	5024761	hg19
PROPGER_DMR_0114	cg19867410	chr14	66480492	hg19
PROPGER_DMR_0114	cg18920697	chr14	66480528	hg19
PROPGER_DMR_0114	cg09399156	chr14	66480309	hg19
PROPGER_DMR_0115	cg14334911	chr17	44271018	hg19
PROPGER_DMR_0115	cg12351797	chr17	44270957	hg19
PROPGER_DMR_0115	cg04739613	chr17	44270960	hg19
PROPGER_DMR_0115	cg25793929	chr17	44270954	hg19
PROPGER_DMR_0116	cg09346993	chr6	31938358	hg19
PROPGER_DMR_0116	cg01449563	chr6	31938372	hg19
PROPGER_DMR_0116	cg23514417	chr6	31938533	hg19
PROPGER_DMR_0116	cg10201402	chr6	31938527	hg19
PROPGER_DMR_0116	cg20510378	chr6	31938207	hg19
PROPGER_DMR_0117	cg04698845	chr19	578093	hg19
PROPGER_DMR_0117	cg22913585	chr19	577938	hg19
PROPGER_DMR_0117	cg00752531	chr19	578440	hg19
PROPGER_DMR_0118	cg05145233	chr16	89169858	hg19
PROPGER_DMR_0118	cg01942849	chr16	89169744	hg19
PROPGER_DMR_0118	cg19157368	chr16	89169801	hg19
PROPGER_DMR_0119	cg25242824	chr19	6495665	hg19
PROPGER_DMR_0119	cg08441918	chr19	6495210	hg19
PROPGER_DMR_0119	cg16872756	chr19	6495655	hg19
PROPGER_DMR_0119	cg04866810	chr19	6495193	hg19
PROPGER_DMR_0120	cg10907237	chr13	95355869	hg19
PROPGER_DMR_0120	cg04172237	chr13	95355281	hg19
PROPGER_DMR_0120	cg03295090	chr13	95355277	hg19
PROPGER_DMR_0120	cg10918328	chr13	95355508	hg19
PROPGER_DMR_0120	cg03520683	chr13	95355814	hg19
PROPGER_DMR_0120	cg19360330	chr13	95355347	hg19
PROPGER_DMR_0121	cg07570257	chr6	33132181	hg19
PROPGER_DMR_0121	cg04820679	chr6	33132163	hg19
PROPGER_DMR_0121	cg14147420	chr6	33132192	hg19
PROPGER_DMR_0121	cg08077736	chr6	33131831	hg19
PROPGER_DMR_0121	cg14782559	chr6	33131893	hg19
PROPGER_DMR_0121	cg01533585	chr6	33132086	hg19
PROPGER_DMR_0121	cg12945707	chr6	33132241	hg19
PROPGER_DMR_0122	cg15863552	chr11	130059678	hg19
PROPGER_DMR_0122	cg10159728	chr11	130060252	hg19
PROPGER_DMR_0122	cg23250795	chr11	130059791	hg19
PROPGER_DMR_0122	cg04823219	chr11	130059700	hg19
PROPGER_DMR_0122	cg27525871	chr11	130060011	hg19
PROPGER_DMR_0122	cg02379333	chr11	130059643	hg19
PROPGER_DMR_0122	cg25892168	chr11	130059549	hg19
PROPGER_DMR_0122	cg01803066	chr11	130059816	hg19
PROPGER_DMR_0123	cg13817395	chr6	32014926	hg19
PROPGER_DMR_0123	cg14070039	chr6	32013710	hg19
PROPGER_DMR_0123	cg06824720	chr6	32014148	hg19
PROPGER_DMR_0123	cg04938317	chr6	32015737	hg19
PROPGER_DMR_0123	cg21960265	chr6	32015635	hg19
PROPGER_DMR_0123	cg20858622	chr6	32015651	hg19
PROPGER_DMR_0123	cg25522795	chr6	32014096	hg19
PROPGER_DMR_0123	cg16385684	chr6	32014189	hg19
PROPGER_DMR_0123	cg25653995	chr6	32015707	hg19
PROPGER_DMR_0123	cg10967176	chr6	32013699	hg19
PROPGER_DMR_0123	cg18178844	chr6	32014100	hg19
PROPGER_DMR_0123	cg10014874	chr6	32015688	hg19
PROPGER_DMR_0123	cg13739666	chr6	32013974	hg19
PROPGER_DMR_0123	cg09115485	chr6	32014605	hg19
PROPGER_DMR_0123	cg12286154	chr6	32015215	hg19
PROPGER_DMR_0123	cg14630748	chr6	32014484	hg19
PROPGER_DMR_0123	cg26537323	chr6	32014059	hg19
PROPGER_DMR_0123	cg07292442	chr6	32015713	hg19
PROPGER_DMR_0123	cg07481886	chr6	32014510	hg19
PROPGER_DMR_0123	cg11431261	chr6	32015297	hg19
PROPGER_DMR_0123	cg03819671	chr6	32014003	hg19
PROPGER_DMR_0123	cg13665850	chr6	32015175	hg19
PROPGER_DMR_0123	cg04841389	chr6	32015083	hg19
PROPGER_DMR_0123	cg22616343	chr6	32014381	hg19
PROPGER_DMR_0123	cg07441854	chr6	32014893	hg19
PROPGER_DMR_0123	cg20621471	chr6	32013845	hg19
PROPGER_DMR_0123	cg09423875	chr6	32014663	hg19
PROPGER_DMR_0123	cg02628680	chr6	32015618	hg19
PROPGER_DMR_0123	cg04182226	chr6	32014300	hg19
PROPGER_DMR_0123	cg20152300	chr6	32015389	hg19
PROPGER_DMR_0123	cg17484510	chr6	32015326	hg19
PROPGER_DMR_0123	cg25375757	chr6	32014739	hg19
PROPGER_DMR_0124	cg23800435	chr1	43751376	hg19
PROPGER_DMR_0124	cg12752420	chr1	43751363	hg19
PROPGER_DMR_0124	cg04289036	chr1	43751270	hg19
PROPGER_DMR_0124	cg00500789	chr1	43751370	hg19
PROPGER_DMR_0124	cg24464789	chr1	43751497	hg19
PROPGER_DMR_0124	cg02990330	chr1	43751504	hg19
PROPGER_DMR_0124	cg09462269	chr1	43751469	hg19
PROPGER_DMR_0124	cg03187160	chr1	43751320	hg19
PROPGER_DMR_0125	cg04916660	chr3	195599279	hg19
PROPGER_DMR_0125	cg21425003	chr3	195599105	hg19
PROPGER_DMR_0125	cg26686927	chr3	195599256	hg19
PROPGER_DMR_0125	cg00359285	chr3	195599248	hg19
PROPGER_DMR_0126	cg00547365	chr1	6605420	hg19
PROPGER_DMR_0126	cg19757108	chr1	6605447	hg19
PROPGER_DMR_0126	cg21877403	chr1	6605464	hg19
PROPGER_DMR_0127	cg10164393	chr6	119032202	hg19
PROPGER_DMR_0127	cg16136400	chr6	119032005	hg19
PROPGER_DMR_0127	cg12761472	chr6	119031922	hg19
PROPGER_DMR_0127	cg20728292	chr6	119032007	hg19
PROPGER_DMR_0127	cg23632513	chr6	119032113	hg19
PROPGER_DMR_0128	cg04584009	chr19	1826957	hg19
PROPGER_DMR_0128	cg19222405	chr19	1826867	hg19
PROPGER_DMR_0128	cg03924776	chr19	1826924	hg19
PROPGER_DMR_0129	cg16378243	chr10	134550922	hg19
PROPGER_DMR_0129	cg23009449	chr10	134550909	hg19
PROPGER_DMR_0129	cg07986222	chr10	134550649	hg19
PROPGER_DMR_0129	cg04881751	chr10	134550980	hg19
PROPGER_DMR_0129	cg17671199	chr10	134550622	hg19
PROPGER_DMR_0130	cg14782883	chr19	49522683	hg19
PROPGER_DMR_0130	cg17434634	chr19	49522954	hg19
PROPGER_DMR_0130	cg08834593	chr19	49522817	hg19
PROPGER_DMR_0130	cg19206486	chr19	49523046	hg19
PROPGER_DMR_0131	cg01333532	chr16	71749135	hg19
PROPGER_DMR_0131	cg07346700	chr16	71748967	hg19
PROPGER_DMR_0131	cg08069310	chr16	71748860	hg19
PROPGER_DMR_0131	cg10121219	chr16	71748643	hg19
PROPGER_DMR_0132	cg03737099	chr11	625261	hg19
PROPGER_DMR_0132	cg00759652	chr11	625274	hg19
PROPGER_DMR_0132	cg07336987	chr11	625147	hg19
PROPGER_DMR_0133	cg09488502	chr19	52134289	hg19
PROPGER_DMR_0133	cg27347523	chr19	52134296	hg19
PROPGER_DMR_0133	cg13503915	chr19	52134227	hg19
PROPGER_DMR_0133	cg07442889	chr19	52134501	hg19
PROPGER_DMR_0133	cg03965138	chr19	52134393	hg19
PROPGER_DMR_0134	cg26676326	chr7	539977	hg19
PROPGER_DMR_0134	cg22466784	chr7	540176	hg19
PROPGER_DMR_0134	cg24928901	chr7	540029	hg19
PROPGER_DMR_0135	cg07469929	chr20	62810206	hg19
PROPGER_DMR_0135	cg08626543	chr20	62809978	hg19
PROPGER_DMR_0135	cg00895354	chr20	62810199	hg19
PROPGER_DMR_0136	cg21883285	chr19	1494978	hg19
PROPGER_DMR_0136	cg19305095	chr19	1495386	hg19
PROPGER_DMR_0136	cg27364205	chr19	1495210	hg19
PROPGER_DMR_0137	cg22887880	chr22	24577223	hg19
PROPGER_DMR_0137	cg06311355	chr22	24577269	hg19
PROPGER_DMR_0137	cg21504353	chr22	24577288	hg19
PROPGER_DMR_0137	cg00652200	chr22	24577169	hg19
PROPGER_DMR_0137	cg03599338	chr22	24577315	hg19
PROPGER_DMR_0138	cg10709645	chr16	67998039	hg19
PROPGER_DMR_0138	cg09117114	chr16	67998030	hg19
PROPGER_DMR_0138	cg10544611	chr16	67998164	hg19
PROPGER_DMR_0138	cg26416227	chr16	67998086	hg19
PROPGER_DMR_0138	cg06378129	chr16	67998246	hg19
PROPGER_DMR_0138	cg27539214	chr16	67997921	hg19
PROPGER_DMR_0138	cg04539111	chr16	67997858	hg19
PROPGER_DMR_0139	cg12943837	chr16	83964873	hg19
PROPGER_DMR_0139	cg10048432	chr16	83964969	hg19
PROPGER_DMR_0139	cg14870483	chr16	83964828	hg19
PROPGER_DMR_0139	cg26362796	chr16	83964781	hg19
